107079,-0.17,0.31,9.66,-0.25,0.00,-0.06,1.50,-1.12,-1.69
107180,-0.17,0.32,9.61,-0.25,0.19,0.06,1.50,-1.12,-1.69
107279,-0.19,0.40,9.62,-0.75,0.00,0.00,1.50,-1.12,-1.69
107379,0.14,0.58,9.62,-7.06,0.12,-4.13,1.63,-1.06,-1.25
107480,0.11,0.74,9.97,-44.94,5.00,-10.94,2.25,-1.06,1.81
107579,-0.61,-0.66,9.57,3.69,33.75,-27.19,4.50,-3.13,2.81
107679,-1.12,-0.57,10.39,18.44,-13.50,-15.44,6.56,-3.19,2.25
107779,-0.99,-0.48,9.55,25.19,26.69,-8.38,7.88,-4.94,-0.06
107879,-1.00,0.02,10.19,20.37,-9.50,9.31,7.88,-4.75,-2.00
107979,-0.32,0.69,8.25,3.06,27.56,18.69,6.31,-7.06,-3.13
108079,-0.94,0.57,10.52,-9.38,-9.50,10.75,4.81,-5.50,-3.06
108179,-0.86,0.76,9.45,-2.19,-15.44,-8.25,4.63,-5.63,-2.25
108279,-0.87,1.01,10.10,8.88,-14.69,-8.19,5.38,-4.00,-2.81
108379,-0.52,0.64,10.35,6.75,-21.69,-18.19,7.06,-1.37,-4.19
108479,-0.19,0.61,8.94,13.38,29.44,-14.88,8.50,-3.31,-4.81
108579,-0.44,0.45,9.72,6.81,-34.06,0.69,9.31,-2.31,-5.94
108679,-0.35,0.70,10.16,-8.06,27.06,13.63,8.50,-1.94,-5.19
108779,-0.34,0.94,9.34,8.50,-13.88,14.63,6.94,-2.81,-5.31
108879,-0.47,1.36,9.62,17.81,16.19,-1.44,6.31,-2.31,-6.94
108979,-0.27,1.82,8.91,26.50,-14.25,-25.50,7.81,-3.31,-8.81
109079,-0.50,1.83,9.88,1.88,-5.88,-26.62,10.75,-1.69,-9.81
109180,-0.45,1.47,8.90,-1.94,9.94,-16.56,12.88,-3.06,-9.88
109280,-0.52,1.30,9.18,-2.50,2.56,-0.94,13.50,-3.44,-9.50
109380,-0.43,1.11,9.33,-19.87,23.62,13.63,12.44,-4.88,-8.00
109480,-0.43,1.11,9.64,-12.19,7.38,16.56,10.63,-5.50,-7.00
109581,-0.42,1.11,10.21,-9.94,26.25,-3.38,10.00,-7.13,-6.06
109681,-0.41,0.95,9.48,-2.94,-6.50,-12.63,10.94,-7.94,-5.38
109782,-0.57,0.95,9.81,2.88,-26.69,-10.56,11.94,-5.75,-5.38
109882,-0.57,1.09,9.52,-7.00,-48.69,-9.56,12.94,-2.50,-4.81
109981,-0.73,1.01,9.72,2.69,-47.38,-16.12,14.50,2.06,-4.88
110081,-0.72,0.85,9.66,-5.63,-13.69,-20.00,16.50,2.50,-4.88
110179,-0.76,0.52,10.03,-5.13,21.44,-11.44,18.19,0.94,-4.13
110279,-0.61,0.47,9.85,-4.00,47.38,5.00,18.31,-3.31,-3.50
110380,-0.51,0.50,10.07,0.00,45.38,18.50,17.00,-7.25,-3.69
110479,-0.27,0.66,8.90,4.06,51.94,27.19,14.50,-12.19,-4.56
110579,-0.27,0.99,9.29,-4.38,9.13,13.75,12.06,-12.88,-5.19
110680,-0.34,0.73,10.03,-12.06,-13.13,-12.94,12.13,-12.25,-4.50
110779,-0.50,0.60,10.04,-6.13,-59.56,-20.25,13.81,-7.31,-3.25
110879,-0.70,0.73,9.62,5.75,-55.81,-19.37,15.94,-1.56,-2.81
110980,-0.78,0.62,9.47,3.13,-59.69,-13.63,17.69,3.13,-3.44
111080,-0.91,0.52,10.01,-4.25,-8.69,-7.19,18.69,6.06,-3.50
111180,-0.79,0.34,10.00,1.12,18.06,-12.44,19.69,2.13,-3.25
111281,-0.66,0.40,10.61,1.25,66.25,-8.69,20.69,-2.13,-3.63
111381,-0.25,0.44,9.77,15.19,95.62,15.63,20.06,-10.25,-4.81
111481,-0.12,0.91,9.11,-7.19,62.81,42.50,16.62,-17.44,-6.06
111582,-0.15,1.00,8.69,-30.81,12.13,26.87,12.38,-18.56,-5.63
111681,-0.31,0.70,9.68,-31.69,-69.06,-28.44,12.13,-12.69,-2.88
111781,-0.48,0.22,10.24,1.00,-68.94,-65.87,17.19,-5.88,-0.50
111880,-0.80,-0.25,10.25,13.81,-100.69,-53.19,23.31,2.69,-1.31
111980,-1.06,-0.40,9.78,5.06,-29.87,-10.00,26.37,8.44,-2.50
112079,-0.92,-0.05,9.72,-5.69,15.63,26.81,25.12,7.38,-1.69
112179,-0.67,0.07,10.33,-1.75,62.56,25.81,22.31,2.50,-0.88
112279,-0.32,0.17,10.00,11.88,91.69,9.31,20.62,-5.75,-1.19
112379,-0.17,0.13,9.20,18.00,77.69,8.50,20.00,-13.81,-2.69
112479,-0.14,0.27,9.20,-8.00,32.56,27.25,18.06,-16.50,-3.56
112580,-0.21,0.45,9.24,-23.37,-41.44,24.00,15.00,-11.88,-2.31
112680,-0.56,0.55,10.06,-19.19,-87.94,-5.88,14.19,-4.13,-0.56
112780,-0.53,1.29,9.59,-22.62,-56.50,-41.44,16.81,2.38,1.00
112880,-0.59,0.40,10.28,40.75,-82.50,-68.94,22.69,9.25,-3.13
112980,-0.97,-0.13,10.40,-5.81,-3.06,-59.50,29.06,9.69,-4.63
113081,-0.85,-0.56,9.00,-7.88,29.44,-13.31,32.00,6.75,-3.06
113181,-0.67,-1.07,8.94,-56.81,60.56,50.38,29.87,2.69,-0.19
113282,-0.32,-0.18,9.71,4.88,28.81,94.19,22.44,-2.50,3.88
113381,-0.26,0.37,11.64,118.37,56.06,73.81,14.13,-6.25,-5.25
113481,-0.06,1.69,8.72,-5.13,47.31,16.50,9.88,-11.69,-9.13
113582,-0.33,1.41,9.34,-32.69,-42.69,-21.31,10.44,-10.38,-7.06
113679,-0.43,0.99,9.26,-40.19,-46.06,-30.31,13.06,-6.13,-4.94
113779,-0.52,1.16,9.71,-2.63,-90.06,-33.19,16.12,0.56,-2.44
113880,-0.81,0.34,11.25,-3.13,-57.06,-31.62,19.69,8.44,-4.13
113979,-0.75,0.14,9.97,-9.50,-6.81,-15.63,21.94,10.44,-4.50
114079,-0.74,-0.13,9.83,-1.06,24.31,-3.38,22.75,7.63,-3.88
114179,-0.48,-0.15,9.75,-5.38,64.75,12.88,22.19,1.31,-2.63
114279,-0.21,0.01,10.00,-5.63,81.12,40.31,19.37,-6.06,-1.31
114379,0.01,0.21,9.43,-12.06,82.94,62.56,13.94,-14.06,-0.94
114479,-0.10,0.32,9.26,-0.12,19.56,44.94,8.94,-14.94,-2.56
114579,-0.27,0.48,9.79,-29.94,-38.81,-11.31,7.19,-12.69,-1.63
114679,-0.25,0.42,9.78,8.31,-83.50,-54.81,10.69,-6.69,0.12
114779,-0.56,0.57,10.71,23.62,-99.25,-66.69,16.94,3.00,-1.06
114879,-0.78,0.33,10.11,19.62,-60.69,-51.44,22.87,9.44,-4.50
114979,-0.98,0.06,10.06,-10.63,-18.19,-11.31,26.00,8.69,-4.38
115079,-0.79,-0.30,9.74,-25.06,41.06,32.50,24.87,3.56,-1.31
115179,-0.53,-0.52,10.06,-17.56,48.38,65.44,19.75,-1.88,1.25
115279,-0.26,-0.41,10.59,0.25,80.81,65.87,13.19,-8.06,1.37
115379,0.01,0.23,9.11,28.12,71.75,36.94,8.38,-16.06,-1.37
115479,-0.10,0.40,9.44,11.13,34.56,3.38,7.00,-17.31,-3.63
115579,-0.05,0.32,9.19,4.44,12.19,-11.81,7.75,-18.50,-4.69
115679,-0.17,0.70,9.73,-5.31,-70.31,-15.75,9.00,-12.69,-3.25
115779,-0.43,0.76,10.14,2.63,-70.56,-16.31,10.81,-5.56,-2.44
115879,-0.53,1.03,9.90,14.19,-103.87,-15.63,12.56,2.75,-3.63
115979,-0.84,1.11,10.36,8.81,-70.25,-21.12,14.63,11.06,-5.38
116079,-0.84,0.71,9.50,-8.31,-15.13,-13.06,16.50,12.81,-5.56
116179,-0.81,0.35,10.20,-15.81,25.87,6.50,16.75,10.00,-4.00
116279,-0.37,-0.01,10.43,-6.88,85.44,29.19,14.88,3.75,-2.69
116379,-0.18,0.19,10.40,8.88,81.75,39.06,11.25,-4.13,-2.31
116480,0.20,0.35,9.42,8.75,92.94,36.75,7.38,-12.81,-3.50
116579,0.00,0.72,9.25,3.75,31.75,18.50,4.38,-17.69,-5.06
116679,-0.05,0.36,8.98,-20.31,5.00,-14.50,4.44,-19.44,-5.25
116780,-0.17,0.30,10.02,-6.06,-88.06,-36.81,6.69,-14.19,-1.94
116879,-0.48,0.43,10.45,3.56,-79.19,-47.31,10.94,-5.56,-0.31
116979,-0.63,0.49,9.99,17.31,-98.12,-47.63,15.69,2.69,-0.88
117080,-0.98,0.20,9.87,4.13,-49.44,-37.75,20.00,10.06,-2.69
117179,-0.66,0.16,8.82,37.56,-2.50,-8.88,22.12,11.31,-4.75
117279,-0.68,-0.50,10.03,-51.38,42.06,30.62,20.56,10.13,-5.44
117379,-0.17,-0.53,9.38,-66.75,93.37,58.56,16.44,2.25,3.00
117479,-0.13,-0.76,10.48,18.37,41.69,64.12,10.63,-4.00,4.81
117579,0.03,0.08,10.25,92.25,77.81,41.56,5.75,-10.06,-2.56
117680,0.11,1.23,9.28,33.31,22.37,-13.06,4.94,-15.44,-9.31
117780,-0.06,1.29,9.40,-27.06,-20.00,-47.31,8.25,-12.19,-8.00
117880,-0.15,0.75,9.46,-53.69,-47.50,-38.06,12.19,-9.38,-2.19
117981,-0.39,-0.15,10.10,-30.62,-91.19,-25.50,14.94,-1.63,1.31
118081,-0.67,-0.50,9.84,10.88,-64.62,-10.00,16.19,4.75,1.37
118181,-0.75,-0.40,9.79,-31.75,-53.56,-13.56,17.31,9.94,3.81
118282,-0.98,-0.86,10.24,12.38,-19.81,-20.75,18.81,14.25,2.31
118382,-0.58,-0.93,9.37,16.19,40.31,-5.50,19.87,10.50,0.69
118482,-0.49,-0.71,10.20,-4.81,44.13,20.75,19.12,5.69,1.12
118580,-0.11,-0.58,10.51,6.88,85.31,53.63,15.44,-1.00,1.37
118680,0.03,-0.11,9.56,-0.75,67.00,70.12,9.19,-8.88,0.56
118780,0.01,0.04,9.46,6.38,48.50,53.75,3.06,-12.19,-1.00
118879,0.02,0.23,8.71,-1.81,3.56,9.75,359.94,-13.00,-2.00
118979,-0.17,0.15,9.93,-14.50,-48.38,-46.38,2.00,-9.69,-0.75
119079,-0.23,-0.18,10.01,4.56,-56.69,-76.56,8.31,-4.63,0.63
119179,-0.46,-0.20,10.30,11.81,-89.94,-73.87,15.75,2.81,0.06
119279,-0.77,-0.36,10.35,14.81,-53.44,-48.56,21.69,8.69,-1.69
119379,-0.85,-0.47,9.38,3.50,-22.81,-16.00,24.62,11.56,-3.06
119480,-0.88,-0.48,9.78,-7.44,2.19,21.81,24.25,10.00,-1.37
119580,-0.55,-0.57,9.75,-6.75,50.25,55.44,20.25,3.69,0.88
119681,-0.33,-0.44,10.25,-1.69,46.44,69.69,13.94,-1.44,1.81
119781,-0.11,-0.15,10.42,12.25,86.06,57.31,7.88,-8.50,0.88
119881,0.08,0.17,9.23,31.56,50.75,29.12,4.31,-15.25,-2.38
119982,-0.01,0.46,9.50,21.94,30.12,6.31,3.19,-14.06,-4.56
120081,0.12,1.09,8.14,24.81,0.19,-12.06,3.63,-14.00,-4.75
120182,-0.22,0.28,10.53,-37.50,-84.75,-53.19,7.25,-8.81,-5.56
120283,-0.70,-1.07,9.57,-135.00,-32.31,-45.13,12.25,-2.88,4.94
120380,-0.35,-0.70,8.30,20.69,-90.94,-30.31,14.81,2.00,13.19
120480,-0.83,-1.42,12.29,89.81,-77.12,-27.06,16.44,13.13,4.50
120579,-0.49,-0.42,9.08,-3.50,26.12,-10.38,17.56,13.00,0.81
120679,-0.65,-0.60,10.18,-12.25,-23.00,-7.81,18.62,13.75,1.63
120779,-0.44,-1.01,10.18,6.44,71.94,13.44,18.37,11.06,1.88
120879,-0.11,-0.90,9.47,-10.00,57.00,35.19,16.00,3.25,2.56
120979,-0.20,-0.71,10.88,8.31,58.06,58.44,11.44,-1.12,2.69
121079,0.24,-0.42,9.23,19.56,88.06,69.25,5.13,-10.00,1.19
121180,0.08,-0.05,9.28,5.44,-7.63,38.13,359.94,-13.31,-0.88
121280,-0.19,0.11,9.75,-10.63,0.12,-13.25,358.88,-11.69,-0.81
121380,-0.04,0.22,8.86,-0.88,-45.31,-66.12,3.31,-9.19,0.50
121481,-0.26,0.04,10.72,2.94,-95.94,-90.31,305.81,-0.44,1.06
121581,-0.49,-0.02,10.20,14.44,-50.00,-79.37,313.44,5.75,-0.63
121680,-0.73,-0.24,9.72,11.69,-62.38,-55.69,318.38,9.50,-2.38
121780,-0.84,-0.51,9.72,-3.50,-7.38,-25.56,322.06,8.44,-1.88
121880,-0.65,-0.84,9.10,-13.19,14.50,21.12,321.94,6.38,-0.94
121981,-0.48,-1.03,10.43,-17.69,33.69,68.06,317.50,3.31,1.63
122079,-0.13,-0.90,10.35,-0.31,65.06,102.56,309.19,-2.44,2.31
122180,-0.07,-0.31,10.01,9.31,51.13,98.12,299.25,-8.25,1.50
122279,0.05,0.08,9.70,21.25,68.87,57.88,291.88,-13.25,-1.37
122379,0.11,0.51,8.61,25.37,22.62,11.75,288.94,-17.37,-4.69
122479,0.01,0.70,9.45,3.69,-9.00,-30.25,291.38,-16.37,-6.25
122579,-0.02,0.99,9.94,-9.63,-35.19,-60.63,295.94,-13.75,-4.88
122679,-0.19,0.55,10.46,-8.00,-84.69,-71.06,302.81,-7.63,-2.88
122779,-0.45,0.39,10.43,11.13,-67.00,-53.44,308.94,-0.63,-2.63
122880,-0.68,0.36,9.89,13.81,-60.88,-29.31,312.75,4.25,-3.75
122979,-0.80,0.28,9.42,9.94,-43.81,-10.56,314.38,7.19,-4.75
123079,-0.75,0.31,9.71,2.69,-9.63,7.63,314.69,6.19,-4.50
123180,-0.52,0.10,9.96,-14.63,37.19,31.44,312.75,2.69,-3.50
123279,-0.27,0.30,10.42,-12.88,59.75,49.00,308.56,-2.31,-1.75
123379,0.00,0.48,10.39,-0.31,84.94,51.31,303.44,-9.31,-1.25
123480,0.13,0.57,9.90,11.25,68.25,35.38,299.19,-15.25,-3.56
123579,0.16,0.88,9.08,20.62,40.94,18.50,296.63,-19.56,-6.63
123679,0.14,1.13,9.15,10.31,14.88,-5.25,296.00,-19.00,-8.38
123779,-0.02,1.14,9.95,-23.69,-32.94,-30.69,297.81,-18.19,-6.88
123879,-0.25,0.72,10.55,-26.44,-59.94,-51.56,301.75,-13.38,-2.94
123979,-0.45,0.21,10.10,6.19,-74.44,-43.69,306.50,-5.94,-1.50
124079,-0.75,0.32,9.72,11.81,-75.12,-28.44,310.00,1.19,-2.25
124179,-0.86,0.34,9.44,19.56,-53.06,-20.06,312.50,4.81,-3.75
124279,-0.88,0.24,9.56,3.19,-15.31,0.56,313.63,4.94,-4.19
124379,-0.71,-0.03,9.70,-20.75,26.12,26.56,312.13,2.44,-3.13
124479,-0.35,-0.02,10.29,-10.00,56.88,58.06,307.63,-2.13,-1.00
124579,-0.07,0.15,10.54,4.81,90.44,67.75,301.19,-9.50,-1.19
124679,0.23,0.26,9.76,14.81,89.62,52.06,296.00,-17.69,-3.50
124779,0.21,0.38,9.48,15.75,52.69,28.12,292.13,-21.12,-6.75
124879,0.20,0.62,9.12,11.88,26.69,-9.56,291.50,-24.25,-9.13
124979,0.04,0.59,9.62,-11.88,-36.06,-34.44,293.69,-19.06,-7.00
125079,-0.15,0.76,10.50,-12.56,-65.94,-58.81,298.31,-13.75,-3.50
125179,-0.31,0.44,10.20,-8.94,-87.94,-65.25,304.56,-6.00,-1.56
125279,-0.77,0.06,10.41,3.44,-81.50,-52.31,310.44,2.56,-1.25
125379,-0.91,0.03,9.36,19.69,-48.50,-36.38,314.69,8.19,-2.81
125479,-0.89,-0.25,9.43,9.06,-27.37,-9.56,317.00,9.88,-4.19
125579,-0.74,-0.38,10.03,-19.87,26.19,38.44,315.44,7.25,-2.50
125679,-0.35,-0.43,10.52,-21.62,54.75,77.62,309.56,2.00,0.25
125779,-0.04,-0.21,10.97,-0.94,93.69,89.00,301.13,-5.13,1.19
125879,0.24,-0.20,9.93,27.44,99.56,62.13,293.94,-15.44,-1.12
125979,0.15,0.40,9.20,34.50,38.88,23.06,290.19,-21.37,-5.56
126080,0.16,0.83,8.58,17.31,29.87,-33.75,291.19,-22.12,-7.31
126180,0.15,0.55,9.28,-11.56,-48.06,-61.13,296.25,-18.69,-5.75
126280,-0.24,0.13,11.39,-31.81,-76.00,-67.00,302.63,-11.81,-1.75
126381,-0.44,-0.20,10.68,-0.50,-77.87,-45.94,308.00,-4.94,0.56
126481,-0.86,-0.21,10.12,18.37,-83.62,-25.37,311.13,3.25,-0.12
126581,-1.02,-0.03,8.96,15.13,-46.63,-20.50,313.19,8.81,-1.63
126682,-0.98,-0.13,9.43,11.31,-35.69,-2.13,314.19,11.13,-2.75
126781,-0.79,0.06,9.86,2.13,22.50,28.69,312.56,11.69,-3.25
126882,-0.45,-0.08,10.22,-4.00,53.00,50.81,308.56,5.69,-1.88
126981,-0.14,0.00,11.11,3.63,96.37,62.00,302.81,-1.50,-0.19
127081,0.25,0.08,10.08,18.50,105.69,54.75,297.13,-12.19,-1.25
127181,0.15,0.34,9.44,25.75,45.69,37.38,292.75,-18.81,-4.94
127279,0.04,0.67,8.61,6.00,30.69,-8.13,291.56,-20.31,-6.75
127379,0.10,0.65,9.13,-14.94,-33.06,-52.38,294.63,-16.81,-5.00
127479,-0.23,0.06,11.22,-20.81,-75.37,-72.94,301.00,-10.31,-2.38
127579,-0.47,0.00,10.58,5.31,-73.25,-55.75,307.44,-3.56,-0.75
127679,-0.85,0.08,10.12,12.44,-91.25,-28.56,311.38,4.69,-1.75
127779,-1.06,0.19,9.80,13.88,-54.75,-14.63,313.50,8.50,-2.88
127880,-0.98,0.02,9.11,4.81,-22.44,10.25,313.69,11.44,-3.88
127980,-0.86,0.13,9.96,-0.81,19.00,38.69,311.00,11.38,-3.31
128080,-0.42,-0.01,10.47,-15.31,66.00,57.06,306.19,5.69,-1.63
128180,-0.12,0.03,10.95,-5.81,91.00,57.31,300.50,-2.31,-0.19
128281,0.13,0.04,9.94,27.31,93.62,35.69,296.38,-11.69,-1.88
128381,0.19,0.02,9.11,20.50,47.81,21.06,293.94,-17.19,-4.94
128481,0.03,0.48,8.84,6.19,22.94,-4.56,293.25,-17.62,-5.69
128582,0.00,0.43,9.01,-7.25,-30.37,-36.38,295.44,-16.00,-4.69
128683,-0.26,0.21,11.31,-28.37,-65.25,-62.69,300.38,-10.94,-1.25
128781,-0.41,0.26,10.35,17.69,-88.00,-63.94,306.75,-3.63,-0.25
128879,-0.87,0.39,10.23,31.06,-87.50,-50.25,312.25,5.13,-3.13
128979,-0.95,0.54,9.52,29.25,-59.19,-37.75,316.63,11.19,-6.75
129079,-1.03,0.56,9.42,-2.63,-16.25,-6.56,319.00,9.63,-7.25
